VIN110,County,City,State,PostalCode,ModelYear,Make,Model,VehicleType,CAFVEligibility,ElectricRange,BaseMSRP,LegislativeDistrict,DOLVehicleID,ElectricUtility,CensusTract,Latitude,Longitude
1N4AZ1CP92,King,Seattle,WA,94795,2016,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,213.0,0,4,326085117,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.25483744286488,-121.9842856773683
1N4AZ1CP93,King,Bellevue,WA,91316,2022,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,277.0,0,37,134769806,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.90244574245589,-122.96928185189947
1N4AZ1CP94,King,Seattle,WA,99879,2018,Tesla,Model 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,250.0,0,49,228688520,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.76394747104686,-121.6659327068509
1N4AZ1CP95,King,Bellevue,WA,90745,2023,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,300.0,0,39,818468364,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.790527599862614,-121.17925485981765
1N4AZ1CP96,King,Bellevue,WA,95897,2021,Tesla,Model X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,214.0,0,45,435550887,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.200426295091184,-121.41975346299496
1N4AZ1CP97,King,Seattle,WA,95367,2019,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,168.0,0,8,360724083,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.70859212242455,-122.36411076573526
1N4AZ1CP98,King,Bellevue,WA,94891,2024,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,246.0,0,2,949490478,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.40237855926145,-121.69269429047512
1N4AZ1CP99,King,Bellevue,WA,93599,2021,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,86.0,0,44,474312248,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.049698715804794,-121.95626701876914
1N4AZ1CP100,King,Bellevue,WA,97136,2016,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,195.0,0,45,905682615,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.480787691004146,-122.35206613375026
1N4AZ1CP101,San Francisco,San Francisco,WA,91840,2018,Tesla,Model Y,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,259.0,0,15,544508104,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.666326965444256,-121.0182326385259
1N4AZ1CP102,Los Angeles,Los Angeles,WA,92172,2023,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,253.0,0,1,476450356,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.39075887995345,-121.39603045503512
1N4AZ1CP103,San Francisco,San Francisco,WA,91753,2017,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,122.0,0,45,655486761,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.43009829094405,-121.6081237290539
1N4AZ1CP104,Multnomah,Portland,WA,93824,2020,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,298.0,0,31,738221906,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.26587824019667,-122.72668518025506
1N4AZ1CP105,Multnomah,Portland,WA,97017,2019,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,206.0,0,41,998051489,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.71748751145126,-121.69460984219774
1N4AZ1CP106,Los Angeles,Los Angeles,WA,93120,2022,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,54.0,0,9,237907298,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.2977561257329,-122.44800052562212
1N4AZ1CP107,Los Angeles,Los Angeles,WA,92067,2023,Nissan,Ariya,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,191.0,0,46,462760119,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.83009232167302,-121.7604168699302
1N4AZ1CP108,San Francisco,San Francisco,WA,93054,2018,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,153.0,0,24,219832625,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.51555092496379,-121.74553198530438
1N4AZ1CP109,Los Angeles,Los Angeles,WA,96902,2022,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,280.0,0,32,770171212,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.026550651434896,-121.08645355266299
1N4AZ1CP110,Multnomah,Portland,WA,91633,2018,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107.0,0,6,137264644,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.3283961609627,-122.13621785791287
1N4AZ1CP111,King,Bellevue,WA,97589,2023,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,243.0,0,25,205729695,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.35475888721569,-122.15839153152004
1N4AZ1CP112,King,Bellevue,WA,94004,2022,Tesla,Model 3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,89.0,0,29,997232202,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.330960499695614,-121.21733759861573
1N4AZ1CP113,Los Angeles,Los Angeles,WA,96067,2018,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,279.0,0,32,883449900,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.35455154852826,-121.4296898605022
1N4AZ1CP114,Los Angeles,Los Angeles,WA,91386,2023,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,190.0,0,11,678675100,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.76669729720949,-122.88049392567233
1N4AZ1CP115,Los Angeles,Los Angeles,WA,98656,2019,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,295.0,0,6,409869335,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.78697531768466,-122.32422734486443
1N4AZ1CP116,King,Bellevue,WA,90722,2018,Nissan,Ariya,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,280.0,0,30,174912818,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.393755075110754,-121.72904316033666
1N4AZ1CP117,Multnomah,Portland,WA,90449,2015,Nissan,Ariya,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,99.0,0,3,398582012,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.87544701838361,-122.47748584986736
1N4AZ1CP118,King,Bellevue,WA,96459,2022,Nissan,Ariya,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,253.0,0,26,403029811,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.74304158107807,-121.67572435614761
1N4AZ1CP119,King,Seattle,WA,96117,2022,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,252.0,0,1,663099885,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.03010541370659,-121.69765289778589
1N4AZ1CP120,San Francisco,San Francisco,WA,95303,2024,Tesla,Model X,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,246.0,0,3,716608162,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.19668017844699,-121.6174334005535
1N4AZ1CP121,San Francisco,San Francisco,WA,96753,2020,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,110.0,0,23,286515501,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.68218190400871,-122.71024485515429
1N4AZ1CP122,San Francisco,San Francisco,WA,95722,2017,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,146.0,0,36,718697927,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.59145470178314,-121.74145337399531
1N4AZ1CP123,Los Angeles,Los Angeles,WA,94503,2023,Tesla,Model S,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,196.0,0,36,326555809,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.863301664761764,-121.22012454552556
1N4AZ1CP124,Los Angeles,Los Angeles,WA,90915,2023,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,272.0,0,39,888494727,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.393997709850396,-121.14793477679912
1N4AZ1CP125,San Francisco,San Francisco,WA,97141,2022,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,131.0,0,15,472395655,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.84263240057267,-122.75903300217655
1N4AZ1CP126,San Francisco,San Francisco,WA,91305,2022,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,188.0,0,22,189472589,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.73160320231737,-122.78572871869189
1N4AZ1CP127,King,Seattle,WA,98580,2020,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,128.0,0,9,405406542,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.108037733412225,-121.8335110587533
1N4AZ1CP128,San Francisco,San Francisco,WA,98479,2021,Tesla,Model S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,118.0,0,2,508797119,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.2514312246714,-121.82601208666505
1N4AZ1CP129,San Francisco,San Francisco,WA,95061,2019,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,97.0,0,49,922925790,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.158888971974335,-121.67646496197376
1N4AZ1CP130,Los Angeles,Los Angeles,WA,90195,2018,Tesla,Model 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,164.0,0,22,576281824,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.508396121395194,-121.29656441544655
1N4AZ1CP131,Multnomah,Portland,WA,92614,2024,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,79.0,0,39,727304940,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.75390940514725,-122.89709625090683
1N4AZ1CP132,Multnomah,Portland,WA,96781,2018,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,145.0,0,29,344541761,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.13410845262993,-121.17769193032629
1N4AZ1CP133,King,Seattle,WA,99663,2021,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,139.0,0,33,465721211,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.45790124236901,-122.01701393449923
1N4AZ1CP134,King,Seattle,WA,93275,2015,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,207.0,0,43,208508520,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.727171663170076,-122.86823136024823
1N4AZ1CP135,San Francisco,San Francisco,WA,97380,2019,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,236.0,0,46,997645012,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.62870729626483,-121.26366315736146
1N4AZ1CP136,Multnomah,Portland,WA,99220,2019,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,264.0,0,33,703056227,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.07620045226227,-121.41033828409523
1N4AZ1CP137,Los Angeles,Los Angeles,WA,99730,2017,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,216.0,0,12,420377124,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.33433821433636,-122.73083659565769
1N4AZ1CP138,Los Angeles,Los Angeles,WA,97903,2018,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,50.0,0,9,181191704,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.42292944232478,-122.98179696728003
1N4AZ1CP139,King,Seattle,WA,91682,2022,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,201.0,0,39,303673059,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.592087578815075,-122.42208535289006
1N4AZ1CP140,Los Angeles,Los Angeles,WA,97625,2023,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,232.0,0,42,215621293,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.91884756242482,-122.75793880765067
1N4AZ1CP141,King,Seattle,WA,99492,2020,Ford,F-150 Lightning,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,106.0,0,10,459865381,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.82186589924581,-121.66540653556306
1N4AZ1CP142,King,Bellevue,WA,94901,2015,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,0,43,637013795,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.52940856099655,-122.080477389237
1N4AZ1CP143,King,Seattle,WA,99174,2018,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,291.0,0,16,388441919,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.10484573175304,-122.08530850615398
1N4AZ1CP144,San Francisco,San Francisco,WA,98698,2018,Tesla,Model S,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,125.0,0,19,153347303,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.68492639882175,-122.3251956481297
1N4AZ1CP145,Multnomah,Portland,WA,99571,2023,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82.0,0,13,381478101,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.3510562779442,-121.61494000204465
1N4AZ1CP146,San Francisco,San Francisco,WA,98941,2018,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,253.0,0,40,800882842,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.87033995693553,-122.78588584513818
1N4AZ1CP147,San Francisco,San Francisco,WA,94782,2019,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,159.0,0,48,342154654,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.04870061958015,-122.73788637202189
1N4AZ1CP148,Multnomah,Portland,WA,95239,2019,Tesla,Model S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,255.0,0,25,318741171,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.13006460141364,-122.6533893241706
1N4AZ1CP149,King,Bellevue,WA,94833,2022,Nissan,Ariya,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,195.0,0,14,363336320,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.081088833688945,-121.7372769155539
1N4AZ1CP150,King,Seattle,WA,93314,2017,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,230.0,0,26,847944254,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.850546708269874,-121.34751610192531
1N4AZ1CP151,King,Bellevue,WA,98853,2020,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,127.0,0,36,889044033,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.63439027878186,-121.51562000848182
1N4AZ1CP152,Los Angeles,Los Angeles,WA,94415,2017,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,178.0,0,11,353740647,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.575736963690936,-122.27036801465523
1N4AZ1CP153,Los Angeles,Los Angeles,WA,91647,2019,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,159.0,0,42,241409866,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.757269187974025,-121.81784491451849
1N4AZ1CP154,King,Seattle,WA,92908,2016,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,298.0,0,19,932468760,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.050899824320666,-121.68454867178447
1N4AZ1CP155,King,Bellevue,WA,95211,2022,Tesla,Model 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,126.0,0,38,825185565,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.62255176167815,-121.52101560939886
1N4AZ1CP156,Multnomah,Portland,WA,94597,2016,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,198.0,0,22,256503383,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.87715201763099,-122.3592088472068
1N4AZ1CP157,King,Bellevue,WA,93724,2019,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,279.0,0,9,249502041,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.19931406032143,-122.02913780859997
1N4AZ1CP158,King,Seattle,WA,90790,2017,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,101.0,0,11,953984399,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.182388101991044,-121.81026680457279
1N4AZ1CP159,King,Seattle,WA,99350,2018,Tesla,Model X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,283.0,0,42,845446762,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.14328373950795,-121.48289338823719
1N4AZ1CP160,King,Seattle,WA,92278,2023,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,246.0,0,3,670837952,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.47622861668727,-121.23110060854616
1N4AZ1CP161,Los Angeles,Los Angeles,WA,99984,2022,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,116.0,0,10,107012041,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.31681280041131,-121.99571245478796
1N4AZ1CP162,King,Seattle,WA,90934,2021,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,56.0,0,12,146733574,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.68108267682747,-121.63061946908753
1N4AZ1CP163,San Francisco,San Francisco,WA,94927,2017,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,201.0,0,33,742935250,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.43244463592601,-121.18837639259279
1N4AZ1CP164,San Francisco,San Francisco,WA,96726,2020,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,253.0,0,22,656525827,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.09899121352412,-121.30012771642518
1N4AZ1CP165,King,Seattle,WA,99767,2023,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,283.0,0,6,295961870,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.19163728218641,-122.2913098006046
1N4AZ1CP166,San Francisco,San Francisco,WA,96687,2015,Tesla,Model 3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,233.0,0,6,515645605,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.571022989009926,-122.64951542451054
1N4AZ1CP167,King,Bellevue,WA,90612,2019,Tesla,Model X,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,155.0,0,19,794514182,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.87319457445278,-121.4486135935239
1N4AZ1CP168,Multnomah,Portland,WA,96211,2023,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,293.0,0,30,643689832,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.28282335398635,-122.32943807583152
1N4AZ1CP169,San Francisco,San Francisco,WA,90042,2018,Tesla,Model 3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,245.0,0,29,811370352,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.82056876012164,-122.56686335496714
1N4AZ1CP170,Los Angeles,Los Angeles,WA,95405,2021,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,118.0,0,3,186199538,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.03092023572151,-122.6674659519089
1N4AZ1CP171,King,Bellevue,WA,97367,2020,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76.0,0,13,727615955,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.26114031756802,-121.46660670414266
1N4AZ1CP172,King,Seattle,WA,90499,2017,Tesla,Model X,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,251.0,0,2,769747844,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.40498635586193,-122.15522782851019
1N4AZ1CP173,King,Seattle,WA,95267,2016,Audi,e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,51.0,0,15,796534120,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.12404958861893,-122.39084061593738
1N4AZ1CP174,San Francisco,San Francisco,WA,95115,2017,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,137.0,0,4,724761807,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.6621040475575,-121.14161659133514
1N4AZ1CP175,King,Bellevue,WA,93215,2019,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,217.0,0,26,664769668,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.0803847273539,-122.0274397492108
1N4AZ1CP176,Los Angeles,Los Angeles,WA,99046,2020,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,163.0,0,36,742974606,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.104398768121094,-122.83522395959298
1N4AZ1CP177,Los Angeles,Los Angeles,WA,93084,2015,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,118.0,0,42,752024344,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.57796405358007,-121.1318115432275
1N4AZ1CP178,King,Seattle,WA,93925,2019,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,100.0,0,18,924450870,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.07800289935712,-121.48879306480357
1N4AZ1CP179,San Francisco,San Francisco,WA,99824,2021,Audi,e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,136.0,0,26,637198350,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.32117825291404,-121.26092207636454
1N4AZ1CP180,King,Seattle,WA,91201,2016,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,289.0,0,10,231895543,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.45400482774744,-122.19019766648806
1N4AZ1CP181,King,Bellevue,WA,91487,2016,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,221.0,0,17,429776966,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.27650302784321,-122.28336853185854
1N4AZ1CP182,King,Seattle,WA,91801,2016,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,53.0,0,3,250535636,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,47.30314616392457,-122.37717256198933
1N4AZ1CP183,Los Angeles,Los Angeles,WA,96150,2016,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,214.0,0,46,719353935,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.497387309065836,-121.91954898582597
1N4AZ1CP184,Multnomah,Portland,WA,98024,2022,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,147.0,0,17,976435234,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000,46.11735903223523,-121.16020024823499
