VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Vehicle Type,CAFV Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,Census Tract
1N4AZ1CP91,San Francisco,San Francisco,WA,97630,2016,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,282,0,2,409802367,POINT (-122.7582315821299 46.02994398639104),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP92,King,Seattle,WA,94795,2016,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,213,0,4,326085117,POINT (-121.9842856773683 47.25483744286488),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP93,King,Bellevue,WA,91316,2022,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,277,0,37,134769806,POINT (-122.96928185189947 47.90244574245589),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP94,King,Seattle,WA,99879,2018,Tesla,Model 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,250,0,49,228688520,POINT (-121.6659327068509 46.76394747104686),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP95,King,Bellevue,WA,90745,2023,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,300,0,39,818468364,POINT (-121.17925485981765 47.790527599862614),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP96,King,Bellevue,WA,95897,2021,Tesla,Model X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,214,0,45,435550887,POINT (-121.41975346299496 47.200426295091184),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP97,King,Seattle,WA,95367,2019,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,168,0,8,360724083,POINT (-122.36411076573526 46.70859212242455),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP98,King,Bellevue,WA,94891,2024,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,246,0,2,949490478,POINT (-121.69269429047512 46.40237855926145),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP99,King,Bellevue,WA,93599,2021,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,86,0,44,474312248,POINT (-121.95626701876914 46.049698715804794),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP100,King,Bellevue,WA,97136,2016,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,195,0,45,905682615,POINT (-122.35206613375026 46.480787691004146),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP101,San Francisco,San Francisco,WA,91840,2018,Tesla,Model Y,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,259,0,15,544508104,POINT (-121.0182326385259 47.666326965444256),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP102,Los Angeles,Los Angeles,WA,92172,2023,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,253,0,1,476450356,POINT (-121.39603045503512 47.39075887995345),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP103,San Francisco,San Francisco,WA,91753,2017,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,122,0,45,655486761,POINT (-121.6081237290539 47.43009829094405),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP104,Multnomah,Portland,WA,93824,2020,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,298,0,31,738221906,POINT (-122.72668518025506 47.26587824019667),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP105,Multnomah,Portland,WA,97017,2019,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,206,0,41,998051489,POINT (-121.69460984219774 46.71748751145126),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP106,Los Angeles,Los Angeles,WA,93120,2022,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,54,0,9,237907298,POINT (-122.44800052562212 46.2977561257329),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP107,Los Angeles,Los Angeles,WA,92067,2023,Nissan,Ariya,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,191,0,46,462760119,POINT (-121.7604168699302 47.83009232167302),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP108,San Francisco,San Francisco,WA,93054,2018,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,153,0,24,219832625,POINT (-121.74553198530438 47.51555092496379),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP109,Los Angeles,Los Angeles,WA,96902,2022,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,280,0,32,770171212,POINT (-121.08645355266299 46.026550651434896),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP110,Multnomah,Portland,WA,91633,2018,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,6,137264644,POINT (-122.13621785791287 47.3283961609627),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP111,King,Bellevue,WA,97589,2023,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,243,0,25,205729695,POINT (-122.15839153152004 47.35475888721569),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP112,King,Bellevue,WA,94004,2022,Tesla,Model 3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,89,0,29,997232202,POINT (-121.21733759861573 47.330960499695614),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP113,Los Angeles,Los Angeles,WA,96067,2018,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,279,0,32,883449900,POINT (-121.4296898605022 46.35455154852826),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP114,Los Angeles,Los Angeles,WA,91386,2023,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,190,0,11,678675100,POINT (-122.88049392567233 47.76669729720949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP115,Los Angeles,Los Angeles,WA,98656,2019,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,295,0,6,409869335,POINT (-122.32422734486443 46.78697531768466),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP116,King,Bellevue,WA,90722,2018,Nissan,Ariya,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,280,0,30,174912818,POINT (-121.72904316033666 46.393755075110754),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP117,Multnomah,Portland,WA,90449,2015,Nissan,Ariya,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,99,0,3,398582012,POINT (-122.47748584986736 46.87544701838361),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP118,King,Bellevue,WA,96459,2022,Nissan,Ariya,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,253,0,26,403029811,POINT (-121.67572435614761 47.74304158107807),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP119,King,Seattle,WA,96117,2022,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,252,0,1,663099885,POINT (-121.69765289778589 46.03010541370659),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP120,San Francisco,San Francisco,WA,95303,2024,Tesla,Model X,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,246,0,3,716608162,POINT (-121.6174334005535 46.19668017844699),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP121,San Francisco,San Francisco,WA,96753,2020,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,110,0,23,286515501,POINT (-122.71024485515429 47.68218190400871),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP122,San Francisco,San Francisco,WA,95722,2017,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,146,0,36,718697927,POINT (-121.74145337399531 46.59145470178314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP123,Los Angeles,Los Angeles,WA,94503,2023,Tesla,Model S,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,196,0,36,326555809,POINT (-121.22012454552556 47.863301664761764),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP124,Los Angeles,Los Angeles,WA,90915,2023,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,272,0,39,888494727,POINT (-121.14793477679912 47.393997709850396),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP125,San Francisco,San Francisco,WA,97141,2022,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,131,0,15,472395655,POINT (-122.75903300217655 46.84263240057267),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP126,San Francisco,San Francisco,WA,91305,2022,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,188,0,22,189472589,POINT (-122.78572871869189 47.73160320231737),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP127,King,Seattle,WA,98580,2020,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,128,0,9,405406542,POINT (-121.8335110587533 46.108037733412225),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP128,San Francisco,San Francisco,WA,98479,2021,Tesla,Model S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,118,0,2,508797119,POINT (-121.82601208666505 46.2514312246714),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP129,San Francisco,San Francisco,WA,95061,2019,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,97,0,49,922925790,POINT (-121.67646496197376 46.158888971974335),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP130,Los Angeles,Los Angeles,WA,90195,2018,Tesla,Model 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,164,0,22,576281824,POINT (-121.29656441544655 47.508396121395194),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP131,Multnomah,Portland,WA,92614,2024,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,79,0,39,727304940,POINT (-122.89709625090683 47.75390940514725),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP132,Multnomah,Portland,WA,96781,2018,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,145,0,29,344541761,POINT (-121.17769193032629 47.13410845262993),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP133,King,Seattle,WA,99663,2021,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,139,0,33,465721211,POINT (-122.01701393449923 46.45790124236901),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP134,King,Seattle,WA,93275,2015,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,207,0,43,208508520,POINT (-122.86823136024823 46.727171663170076),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP135,San Francisco,San Francisco,WA,97380,2019,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,236,0,46,997645012,POINT (-121.26366315736146 46.62870729626483),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP136,Multnomah,Portland,WA,99220,2019,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,264,0,33,703056227,POINT (-121.41033828409523 46.07620045226227),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP137,Los Angeles,Los Angeles,WA,99730,2017,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,216,0,12,420377124,POINT (-122.73083659565769 46.33433821433636),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP138,Los Angeles,Los Angeles,WA,97903,2018,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,50,0,9,181191704,POINT (-122.98179696728003 46.42292944232478),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP139,King,Seattle,WA,91682,2022,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,201,0,39,303673059,POINT (-122.42208535289006 47.592087578815075),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP140,Los Angeles,Los Angeles,WA,97625,2023,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,232,0,42,215621293,POINT (-122.75793880765067 46.91884756242482),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP141,King,Seattle,WA,99492,2020,Ford,F-150 Lightning,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,106,0,10,459865381,POINT (-121.66540653556306 46.82186589924581),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP142,King,Bellevue,WA,94901,2015,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,43,637013795,POINT (-122.080477389237 46.52940856099655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP143,King,Seattle,WA,99174,2018,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,291,0,16,388441919,POINT (-122.08530850615398 47.10484573175304),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP144,San Francisco,San Francisco,WA,98698,2018,Tesla,Model S,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,125,0,19,153347303,POINT (-122.3251956481297 47.68492639882175),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP145,Multnomah,Portland,WA,99571,2023,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,82,0,13,381478101,POINT (-121.61494000204465 46.3510562779442),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP146,San Francisco,San Francisco,WA,98941,2018,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,253,0,40,800882842,POINT (-122.78588584513818 47.87033995693553),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP147,San Francisco,San Francisco,WA,94782,2019,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,159,0,48,342154654,POINT (-122.73788637202189 47.04870061958015),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP148,Multnomah,Portland,WA,95239,2019,Tesla,Model S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,255,0,25,318741171,POINT (-122.6533893241706 46.13006460141364),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP149,King,Bellevue,WA,94833,2022,Nissan,Ariya,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,195,0,14,363336320,POINT (-121.7372769155539 47.081088833688945),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP150,King,Seattle,WA,93314,2017,Audi,Q4 e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,230,0,26,847944254,POINT (-121.34751610192531 47.850546708269874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP151,King,Bellevue,WA,98853,2020,Audi,Q4 e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,127,0,36,889044033,POINT (-121.51562000848182 46.63439027878186),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP152,Los Angeles,Los Angeles,WA,94415,2017,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,178,0,11,353740647,POINT (-122.27036801465523 46.575736963690936),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP153,Los Angeles,Los Angeles,WA,91647,2019,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,159,0,42,241409866,POINT (-121.81784491451849 46.757269187974025),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP154,King,Seattle,WA,92908,2016,Chevrolet,Volt,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,298,0,19,932468760,POINT (-121.68454867178447 47.050899824320666),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP155,King,Bellevue,WA,95211,2022,Tesla,Model 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,126,0,38,825185565,POINT (-121.52101560939886 46.62255176167815),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP156,Multnomah,Portland,WA,94597,2016,Nissan,Leaf,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,198,0,22,256503383,POINT (-122.3592088472068 46.87715201763099),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP157,King,Bellevue,WA,93724,2019,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,279,0,9,249502041,POINT (-122.02913780859997 47.19931406032143),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP158,King,Seattle,WA,90790,2017,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,101,0,11,953984399,POINT (-121.81026680457279 46.182388101991044),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP159,King,Seattle,WA,99350,2018,Tesla,Model X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,283,0,42,845446762,POINT (-121.48289338823719 46.14328373950795),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP160,King,Seattle,WA,92278,2023,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,246,0,3,670837952,POINT (-121.23110060854616 46.47622861668727),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP161,Los Angeles,Los Angeles,WA,99984,2022,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,116,0,10,107012041,POINT (-121.99571245478796 46.31681280041131),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP162,King,Seattle,WA,90934,2021,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,56,0,12,146733574,POINT (-121.63061946908753 47.68108267682747),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP163,San Francisco,San Francisco,WA,94927,2017,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,201,0,33,742935250,POINT (-121.18837639259279 46.43244463592601),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP164,San Francisco,San Francisco,WA,96726,2020,Nissan,Ariya,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,253,0,22,656525827,POINT (-121.30012771642518 47.09899121352412),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP165,King,Seattle,WA,99767,2023,Ford,F-150 Lightning,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,283,0,6,295961870,POINT (-122.2913098006046 47.19163728218641),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP166,San Francisco,San Francisco,WA,96687,2015,Tesla,Model 3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,233,0,6,515645605,POINT (-122.64951542451054 46.571022989009926),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP167,King,Bellevue,WA,90612,2019,Tesla,Model X,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,155,0,19,794514182,POINT (-121.4486135935239 47.87319457445278),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP168,Multnomah,Portland,WA,96211,2023,Nissan,Leaf,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,293,0,30,643689832,POINT (-122.32943807583152 47.28282335398635),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP169,San Francisco,San Francisco,WA,90042,2018,Tesla,Model 3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,245,0,29,811370352,POINT (-122.56686335496714 46.82056876012164),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP170,Los Angeles,Los Angeles,WA,95405,2021,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,118,0,3,186199538,POINT (-122.6674659519089 47.03092023572151),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP171,King,Bellevue,WA,97367,2020,Tesla,Model Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,76,0,13,727615955,POINT (-121.46660670414266 46.26114031756802),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP172,King,Seattle,WA,90499,2017,Tesla,Model X,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,251,0,2,769747844,POINT (-122.15522782851019 47.40498635586193),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP173,King,Seattle,WA,95267,2016,Audi,e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,51,0,15,796534120,POINT (-122.39084061593738 46.12404958861893),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP174,San Francisco,San Francisco,WA,95115,2017,Ford,Mustang Mach-E,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,137,0,4,724761807,POINT (-121.14161659133514 47.6621040475575),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP175,King,Bellevue,WA,93215,2019,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,217,0,26,664769668,POINT (-122.0274397492108 46.0803847273539),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP176,Los Angeles,Los Angeles,WA,99046,2020,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,163,0,36,742974606,POINT (-122.83522395959298 46.104398768121094),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP177,Los Angeles,Los Angeles,WA,93084,2015,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,118,0,42,752024344,POINT (-121.1318115432275 47.57796405358007),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP178,King,Seattle,WA,93925,2019,Audi,e-tron,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,100,0,18,924450870,POINT (-121.48879306480357 47.07800289935712),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP179,San Francisco,San Francisco,WA,99824,2021,Audi,e-tron,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,136,0,26,637198350,POINT (-121.26092207636454 47.32117825291404),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP180,King,Seattle,WA,91201,2016,Chevrolet,Volt,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,289,0,10,231895543,POINT (-122.19019766648806 47.45400482774744),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP181,King,Bellevue,WA,91487,2016,Chevrolet,Bolt EV,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,221,0,17,429776966,POINT (-122.28336853185854 46.27650302784321),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
1N4AZ1CP182,King,Seattle,WA,91801,2016,Ford,Mustang Mach-E,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,53,0,3,250535636,POINT (-122.37717256198933 47.30314616392457),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000000
